aqi,aqiLevel,bWendu,city,date,yWendu,fengli_encode,tianqi_1_encode,tianqi_2_encode
45,1,25,厦门,2017-11-12,19,3,4,5
32,1,23,厦门,2017-11-13,19,2,5,3
42,1,25,厦门,2017-11-14,20,2,3,3
38,1,25,厦门,2017-11-15,19,3,3,3
41,1,26,厦门,2017-11-16,20,2,4,3
55,2,27,厦门,2017-11-17,21,2,4,3
39,1,25,厦门,2017-11-18,15,4,5,5
23,1,19,厦门,2017-11-19,15,3,4,3
21,1,19,厦门,2017-11-20,16,2,5,5
21,1,19,厦门,2017-11-21,16,2,5,5
36,1,22,厦门,2017-11-22,15,2,3,3
34,1,19,厦门,2017-11-23,15,3,3,3
57,2,17,厦门,2017-11-24,13,2,4,6
25,1,17,厦门,2017-11-25,14,2,5,5
33,1,20,厦门,2017-11-26,15,2,4,3
37,1,23,厦门,2017-11-27,17,5,3,3
45,1,25,厦门,2017-11-28,20,2,3,4
51,2,27,厦门,2017-11-29,19,3,3,3
29,1,24,厦门,2017-11-30,16,4,3,3
25,1,21,厦门,2017-12-01,15,4,4,3
32,1,22,厦门,2017-12-02,16,3,0,3
35,1,24,厦门,2017-12-03,16,3,0,3
46,1,22,厦门,2017-12-04,14,3,4,4
74,2,19,厦门,2017-12-05,11,4,3,3
71,2,19,厦门,2017-12-06,12,3,3,3
55,2,22,厦门,2017-12-07,13,3,3,3
73,2,18,厦门,2017-12-08,9,4,3,3
73,2,17,厦门,2017-12-09,10,3,3,3
68,2,22,厦门,2017-12-10,13,0,3,0
69,2,20,厦门,2017-12-11,13,4,3,4
44,1,17,厦门,2017-12-12,14,3,5,4
27,1,19,厦门,2017-12-13,13,2,3,5
29,1,20,厦门,2017-12-14,15,3,3,4
27,1,21,厦门,2017-12-15,13,2,4,3
30,1,17,厦门,2017-12-16,10,2,5,3
35,1,14,厦门,2017-12-17,9,3,4,3
47,1,17,厦门,2017-12-18,9,3,3,0
57,2,18,厦门,2017-12-19,8,4,3,0
47,1,19,厦门,2017-12-20,8,4,0,0
64,2,18,厦门,2017-12-21,9,3,0,3
52,2,20,厦门,2017-12-22,12,3,3,3
61,2,22,厦门,2017-12-23,15,2,3,3
69,2,23,厦门,2017-12-24,11,2,3,3
76,2,18,厦门,2017-12-25,10,3,3,3
67,2,20,厦门,2017-12-26,11,3,3,3
50,1,20,厦门,2017-12-27,13,3,3,4
56,2,21,厦门,2017-12-28,14,2,4,3
53,2,23,厦门,2017-12-29,14,3,0,3
43,1,22,厦门,2017-12-30,13,3,4,3
58,2,20,厦门,2017-12-31,11,4,3,3
79,2,19,厦门,2018-01-01,11,3,0,0
59,2,22,厦门,2018-01-02,14,3,3,3
50,1,24,厦门,2018-01-03,16,3,3,4
45,1,20,厦门,2018-01-04,16,2,4,5
62,2,19,厦门,2018-01-05,13,3,4,3
23,1,14,厦门,2018-01-06,12,2,5,14
23,1,18,厦门,2018-01-07,14,0,14,14
27,1,18,厦门,2018-01-08,8,8,18,14
32,1,12,厦门,2018-01-09,9,2,5,5
42,1,16,厦门,2018-01-10,7,2,3,3
44,1,15,厦门,2018-01-11,6,3,0,0
47,1,13,厦门,2018-01-12,5,4,0,0
42,1,14,厦门,2018-01-13,6,3,0,3
38,1,17,厦门,2018-01-14,10,2,3,3
54,2,19,厦门,2018-01-15,12,2,3,3
49,1,20,厦门,2018-01-16,13,0,3,3
72,2,21,厦门,2018-01-17,13,3,0,3
67,2,21,厦门,2018-01-18,16,2,3,4
65,2,18,厦门,2018-01-19,14,2,5,4
63,2,19,厦门,2018-01-20,13,2,4,5
69,2,17,厦门,2018-01-21,14,3,3,3
75,2,20,厦门,2018-01-22,13,4,3,0
45,1,20,厦门,2018-01-23,12,3,3,3
48,1,18,厦门,2018-01-24,11,4,3,3
29,1,18,厦门,2018-01-25,11,3,3,3
35,1,16,厦门,2018-01-26,10,4,3,3
26,1,16,厦门,2018-01-27,10,3,3,5
36,1,15,厦门,2018-01-28,9,3,5,5
23,1,11,厦门,2018-01-29,8,3,5,5
32,1,11,厦门,2018-01-30,7,3,5,5
25,1,11,厦门,2018-01-31,8,8,5,3
28,1,12,厦门,2018-02-01,7,3,4,3
43,1,13,厦门,2018-02-02,7,2,4,4
38,1,11,厦门,2018-02-03,4,3,3,3
88,2,10,厦门,2018-02-04,5,3,3,3
60,2,11,厦门,2018-02-05,3,3,3,0
47,1,11,厦门,2018-02-06,5,3,0,4
49,1,13,厦门,2018-02-07,6,3,4,3
47,1,15,厦门,2018-02-08,10,3,3,5
55,2,16,厦门,2018-02-09,12,0,5,5
71,2,18,厦门,2018-02-10,10,3,3,4
55,2,14,厦门,2018-02-11,7,4,3,3
66,2,17,厦门,2018-02-12,8,3,3,0
70,2,17,厦门,2018-02-13,7,2,3,3
60,2,19,厦门,2018-02-14,12,2,3,3
58,2,22,厦门,2018-02-15,14,0,3,5
111,3,22,厦门,2018-02-16,13,2,4,3
49,1,18,厦门,2018-02-17,11,3,3,3
39,1,22,厦门,2018-02-18,14,2,3,4
51,2,24,厦门,2018-02-19,14,2,3,3
39,1,21,厦门,2018-02-20,13,3,4,4
29,1,15,厦门,2018-02-21,12,3,5,4
23,1,13,厦门,2018-02-22,11,2,5,4
29,1,18,厦门,2018-02-23,11,3,3,5
50,1,20,厦门,2018-02-24,14,0,5,3
41,1,19,厦门,2018-02-25,12,3,5,4
26,1,20,厦门,2018-02-26,12,3,3,0
41,1,22,厦门,2018-02-27,13,2,3,5
52,2,25,厦门,2018-02-28,14,2,5,4
45,1,24,厦门,2018-03-01,14,3,3,3
45,1,25,厦门,2018-03-02,15,2,3,4
75,2,26,厦门,2018-03-03,15,2,3,3
53,2,28,厦门,2018-03-04,20,3,5,5
51,2,29,厦门,2018-03-05,14,4,5,5
33,1,20,厦门,2018-03-06,12,4,3,3
36,1,21,厦门,2018-03-07,13,2,3,14
39,1,16,厦门,2018-03-08,9,3,3,3
